,name,start_pos,end_pos,tag,score
1359,Alfred,164567,164573,PERSON,1
1360,Thomson,164608,164615,PERSON,1
1361,Thomson,165099,165106,PERSON,1
1362,"room,”he",165239,165247,PERSON,1
1363,two,165284,165287,CARDINAL,1
1364,Thomson,165317,165324,PERSON,1
1365,Alfred,165421,165427,PERSON,1
1366,Alfred,165524,165530,PERSON,1
1367,eight o'clock,165546,165559,TIME,1
1368,a quarter past eight,165667,165687,DATE,1
1369,"Charles,”he",165737,165748,ORG,1
1370,Alfred,165788,165794,PERSON,1
1371,thirty years,166040,166052,DATE,1
1372,millions,166874,166882,CARDINAL,1
1373,Anselman,166963,166971,PERSON,1
1374,ten in the morning,167179,167197,TIME,1
1375,two,167203,167206,CARDINAL,1
1376,Lombard Street,167234,167248,LOC,1
1377,the grey building opposite,167445,167471,FAC,1
1378,two,167613,167616,CARDINAL,1
1379,one,167682,167685,CARDINAL,1
1380,"suppose,”he",167744,167755,PERSON,1
1381,Anselman,167871,167879,PERSON,1
1382,august,167984,167990,DATE,1
1383,Rag,168229,168232,WORK_OF_ART,1
1384,London,168315,168321,GPE,1
1385,Alfred,168474,168480,PERSON,1
1386,two,168630,168633,CARDINAL,1
1387,Alfred,168699,168705,PERSON,1
1388,two,168778,168781,CARDINAL,1
1389,Alfred,168852,168858,PERSON,1
1390,Alfred,168911,168917,PERSON,1
1391,evening,168931,168938,TIME,1
1392,news?”he,168965,168973,ORG,1
1393,Johnnies,169114,169122,WORK_OF_ART,1
1394,Alfred,169159,169165,PERSON,1
1395,two,169211,169214,CARDINAL,1
1396,a few miles,169258,169269,QUANTITY,1
1397,Admiralty,169381,169390,ORG,1
1398,Alfred,169536,169542,PERSON,1
1399,"Well,”he said,“come",169552,169571,PERSON,1
1400,"Alfred,”he",169962,169972,PERSON,1
1401,Alfred,170062,170068,PERSON,1
1402,"exploits,”he",170133,170145,PRODUCT,1
1403,Front,170281,170286,ORG,1
1404,Alfred,170393,170399,PERSON,1
1405,"right,”he",170661,170670,PERSON,1
1406,one,170704,170707,CARDINAL,1
1407,eleven days,170761,170772,DATE,1
1408,Tower,170857,170862,FAC,1
1409,Pailleton,170895,170904,ORG,1
1410,Alfred,171008,171014,PERSON,1
1411,Taube,171222,171227,PERSON,1
1412,Admiralty,171281,171290,ORG,1
1413,Alfred,171600,171606,PERSON,1
1414,Just four minutes,171628,171645,TIME,1
1415,second,172032,172038,ORDINAL,1
1416,Ronnie,172071,172077,PERSON,1
1417,one,172124,172127,CARDINAL,1
1418,"sentiment,”he",172138,172151,PERSON,1
1419,two,172408,172411,CARDINAL,1
1420,Conyers,172492,172499,GPE,1
1421,Portsmouth,172607,172617,GPE,1
1422,Conyers,173045,173052,ORG,1
1423,half-a-dozen,173186,173198,QUANTITY,1
1424,Alfred,173426,173432,PERSON,1
1425,two,173495,173498,CARDINAL,1
1426,Berlin,173520,173526,GPE,1
1427,this morning,173527,173539,TIME,1
1428,Scorpion,173592,173600,PERSON,1
1429,Channel,173615,173622,ORG,1
1430,the North Sea,173626,173639,LOC,1
1431,Alfred,173810,173816,PERSON,1
1432,"think,”he",173850,173859,CARDINAL,1
1433,two hundred,173882,173893,CARDINAL,1
1434,Tyneside,173912,173920,GPE,1
1435,Woolwich,173922,173930,GPE,1
1436,Portsmouth,173935,173945,GPE,1
1437,one,173955,173958,CARDINAL,1
1438,forty feet,174324,174334,QUANTITY,1
1439,a mile,174389,174395,QUANTITY,1
1440,Alfred,174614,174620,PERSON,1
1441,Meyville Worth,174721,174735,PERSON,1
1442,Brancaster,174797,174807,GPE,1
1443,Norfolk,174811,174818,GPE,1
1444,a hundred thousand,174900,174918,CARDINAL,1
1445,Alfred,174931,174937,PERSON,1
1446,Meyville Worth,175156,175170,PERSON,1
1447,Market Burnham,175180,175194,ORG,1
1448,a few miles,175236,175247,QUANTITY,1
1449,Brancaster,175251,175261,GPE,1
1450,Geoffrey,175263,175271,PERSON,1
1451,Brancaster,175343,175353,ORG,1
1452,Meyville Worth,175437,175451,PERSON,1
1453,London,175484,175490,GPE,1
1454,Wednesday,175497,175506,DATE,1
1455,Ritz,175546,175550,ORG,1
1456,Norfolk,175631,175638,GPE,1
1457,Alfred,175936,175942,PERSON,1
1458,an hour ago,175999,176010,TIME,1
1459,Thomson,176103,176110,PERSON,1
1460,Alfred,176182,176188,PERSON,1
1461,"really,”he",176404,176414,PERSON,1
1462,Alfred,176550,176556,PERSON,1
1463,"world,”he",176651,176660,PERSON,1
1464,Lady Anselman,176738,176751,PERSON,1
1465,the Ritz Hotel,176784,176798,FAC,1
1466,Front,176967,176972,ORG,1
1467,Lady Conyers,176983,176995,PERSON,1
1468,Geraldine,177002,177011,PERSON,1
1469,Lady Anselman,177122,177135,PERSON,1
1470,Anselman,177219,177227,PERSON,1
1471,London,177318,177324,GPE,1
1472,"Lady Anselman,”she",177326,177344,PERSON,1
1473,Anselman,177544,177552,PERSON,1
1474,Harrison,177663,177671,PERSON,1
1475,Grey,177684,177688,PERSON,1
1476,the day,177734,177741,DATE,1
1477,Ronnie,177781,177787,PERSON,1
1478,Conyers,177825,177832,PERSON,1
1479,Granet,177903,177909,ORG,1
1480,Geraldine,177961,177970,PERSON,1
1481,Lady Anselman,178072,178085,PERSON,1
1482,Tuesdays,178089,178097,DATE,1
1483,this season,178207,178218,DATE,1
1484,Alfred,178225,178231,PERSON,1
1485,Grey,178594,178598,PERSON,1
1486,"to,”he",178765,178771,DATE,1
1487,Conyers,178848,178855,PERSON,1
1488,Lady Anselman,178861,178874,PERSON,1
1489,Thomson,178967,178974,PERSON,1
1490,Inspector of Field Hospitals,179009,179037,ORG,1
1491,Boulogne,179120,179128,GPE,1
1492,Lady Anselman,179171,179184,PERSON,1
1493,Geraldine,179206,179215,PERSON,1
1494,Thomson,179445,179452,ORG,1
1495,half,179473,179477,CARDINAL,1
1496,"Isabel Worth,”Lady Anselman",179610,179637,PERSON,1
1497,Meyville Worth,179674,179688,PERSON,1
1498,Norfolk,179811,179818,GPE,1
1499,London,179926,179932,GPE,1
1500,a few days,179937,179947,DATE,1
1501,Ronnie,180031,180037,PERSON,1
1502,Anselman,180151,180159,PERSON,1
1503,Ronnie,180174,180180,PERSON,1
1504,Harrison,180236,180244,PERSON,1
1505,Thomson,180311,180318,PERSON,1
1506,Boulogne,180377,180385,GPE,1
1507,Front,180533,180538,ORG,1
1508,Boulogne,180558,180566,GPE,1
1509,half,180662,180666,CARDINAL,1
1510,Geraldine,180689,180698,PERSON,1
1511,"Thomson,”Major Harrison",180728,180751,PERSON,1
1512,Paris,180843,180848,GPE,1
1513,one day,180849,180856,DATE,1
1514,French,180906,180912,NORP,1
1515,a few hours,180977,180988,TIME,1
1516,the War Office,181038,181052,ORG,1
1517,day,181056,181059,DATE,1
1518,two later,181063,181072,DATE,1
1519,Inspector of Field Hospitals,181076,181104,ORG,1
1520,"him,”Colonel Grey",181156,181173,PERSON,1
1521,“He,181183,181186,PERSON,1
1522,Thomson,181232,181239,PERSON,1
1523,France,181264,181270,GPE,1
1524,last?”Geraldine,181288,181303,PERSON,1
1525,Boulogne,181364,181372,GPE,1
1526,mid-Channel,181455,181466,ORG,1
1527,thirty,181480,181486,QUANTITY,1
1528,eighteen,181500,181508,CARDINAL,1
1529,Cyril,181517,181522,PERSON,1
1530,"all,”Lady Anselman",181643,181661,PERSON,1
1531,Thomson,181770,181777,PERSON,1
1532,Isabel Worth,181830,181842,GPE,1
1533,Market Burnham,182025,182039,ORG,1
1534,first,182062,182067,ORDINAL,1
1535,four years ago,182141,182155,DATE,1
1536,winters,182206,182213,DATE,1
1537,half,182273,182277,CARDINAL,1
1538,"house,”she",182346,182356,PRODUCT,1
1539,fifty yards,182450,182461,QUANTITY,1
1540,Anselman,182671,182679,PERSON,1
1541,autumn,183125,183131,DATE,1
1542,winter,183136,183142,DATE,1
1543,Norfolk,183242,183249,GPE,1
1544,Brancaster,183280,183290,GPE,1
1545,four miles,183319,183329,QUANTITY,1
1546,Brancaster,183517,183527,ORG,1
1547,one,183558,183561,CARDINAL,1
1548,two,183565,183568,CARDINAL,1
1549,the Dormy House,183591,183606,ORG,1
1550,morrow,183617,183623,DATE,1
1551,the next day,183627,183639,DATE,1
1552,week,183652,183656,DATE,1
1553,Geoff Anselman,183666,183680,PERSON,1
1554,you?”she,183836,183844,ORG,1
1555,London,184137,184143,GPE,1
1556,Board,184190,184195,ORG,1
1557,"Wonderful,”Miss Worth",184306,184327,ORG,1
1558,Meyville Worth,184757,184771,PERSON,1
1559,"things,”he",184825,184835,DATE,1
1560,then?”Granet,185193,185205,ORG,1
1561,"Granet,”she",185331,185342,PERSON,1
1562,A few minutes later,185478,185497,TIME,1
1563,Lady Anselman 's,185514,185530,PERSON,1
1564,Geraldine,185634,185643,PERSON,1
1565,"behests,”he",185720,185731,PERSON,1
1566,bluebeard,185830,185839,PERSON,1
1567,Geraldine,185908,185917,PERSON,1
1568,Isabel Worth,185935,185947,GPE,1
1569,"before,”she",185973,185984,PERSON,1
1570,a few days,186124,186134,DATE,1
1571,"away,”he",186147,186155,PERSON,1
1572,a few minutes ago,186317,186334,TIME,1
1573,London,186406,186412,GPE,1
1574,Granet,186520,186526,ORG,1
1575,a few days later,186528,186544,DATE,1
1576,five,186602,186606,CARDINAL,1
1577,the Royal Fusiliers,187319,187338,ORG,1
1578,"the Front on leave,”Granet",187350,187376,ORG,1
1579,Miss Worth,187424,187434,GPE,1
1580,two,187577,187580,CARDINAL,1
1581,house,187898,187903,ORG,1
1582,house,188206,188211,ORG,1
1583,the few yards,188244,188257,QUANTITY,1
1584,two,188390,188393,CARDINAL,1
1585,one,188504,188507,CARDINAL,1
1586,Isabel Worth,188888,188900,PERSON,1
1587,first,189563,189568,ORDINAL,1
1588,"Granet,”she",189901,189912,PERSON,1
1589,Wednesday night,189996,190011,TIME,1
1590,About fifty yards,190398,190415,QUANTITY,1
1591,one,190618,190621,CARDINAL,1
1592,About thirty yards,190639,190657,QUANTITY,1
1593,about twelve hours,190750,190768,TIME,1
1594,there?”Granet,191045,191058,ORG,1
1595,two or three,191085,191097,CARDINAL,1
1596,London,191107,191113,GPE,1
1597,American,191122,191130,NORP,1
1598,two,191278,191281,CARDINAL,1
1599,twenty,191387,191393,CARDINAL,1
1600,"interesting,”he",191642,191657,PERSON,1
1601,the other night,191924,191939,TIME,1
1602,London,192020,192026,GPE,1
1603,Granet,192081,192087,ORG,1
1604,"Well,”he",192165,192173,PERSON,1
1605,a few minutes later,192709,192728,TIME,1
1606,the next hour,192917,192930,TIME,1
1607,Golf,193230,193234,ORG,1
1608,Chalmers,193360,193368,PERSON,1
1609,to-morrow,193547,193556,DATE,1
1610,Granet,193559,193565,ORG,1
1611,"there,”he",193804,193813,DATE,1
1612,"shed,”she",193856,193865,PERSON,1
1613,"good,”he",194044,194052,PERSON,1
1614,Germans,194075,194082,NORP,1
1615,miles,194087,194092,QUANTITY,1
1616,"maid,”she",194317,194326,PERSON,1
1617,one o'clock,194515,194526,TIME,1
1618,Half,194605,194609,CARDINAL,1
1619,the Dormy House Club,195172,195192,FAC,1
1620,Geoffrey Anselman,195212,195229,PERSON,1
1621,Cambridge,195258,195267,GPE,1
1622,two,195278,195281,CARDINAL,1
1623,Harrison,195289,195297,PERSON,1
1624,another three weeks,195329,195348,DATE,1
1625,quartette,195397,195406,PERSON,1
1626,this afternoon,195436,195450,TIME,1
1627,Anselman,195495,195503,WORK_OF_ART,1
1628,Harrison,195731,195739,PERSON,1
1629,first,195754,195759,ORDINAL,1
1630,last night,196069,196079,TIME,1
1631,this morning,196102,196114,TIME,1
1632,twelve,196190,196196,CARDINAL,1
1633,"St. Andrews,”Dickens",196324,196344,FAC,1
1634,Collins,196368,196375,LOC,1
1635,a week,196433,196439,DATE,1
1636,Anselman,196527,196535,PERSON,1
1637,Harrison,196676,196684,PERSON,1
1638,eleven o'clock,196894,196908,TIME,1
1639,half,197192,197196,CARDINAL,1
1640,this evening,197752,197764,TIME,1
1641,Brancaster Staithe,197782,197800,ORG,1
1642,Market Burnham,197840,197854,FAC,1
1643,a week,197994,198000,DATE,1
1644,the afternoon,198116,198129,TIME,1
1645,Granet,198191,198197,ORG,1
1646,"matter,”he",198246,198256,NORP,1
1647,Admiralty,198279,198288,ORG,1
1648,the next few days,198335,198352,DATE,1
1649,Marines,198370,198377,NORP,1
1650,five minutes before midnight,198440,198468,TIME,1
1651,the night,198619,198628,TIME,1
1652,five minutes past twelve,198766,198790,TIME,1
1653,"then,”he",198843,198851,PERSON,1
1654,Germany,198958,198965,GPE,1
1655,two,198971,198974,CARDINAL,1
1656,one,198989,198992,CARDINAL,1
1657,Granet,199141,199147,ORG,1
1658,a few yards,199197,199208,QUANTITY,1
1659,"thing,”he",199216,199225,PERSON,1
1660,Scorpion,199332,199340,ORG,1
1661,"luck,”he",199379,199387,PERSON,1
1662,Conyers,199410,199417,PERSON,1
1663,Conyers,199468,199475,PERSON,1
1664,at least thirty feet,199877,199897,QUANTITY,1
1665,Von Lowitz,200045,200055,PERSON,1
1666,last year,200099,200108,DATE,1
1667,Krupps,200144,200150,ORG,1
1668,Krupps,200186,200192,PERSON,1
1669,dozen,200319,200324,CARDINAL,1
1670,seawards,200456,200464,ORG,1
1671,"this week,”he",200484,200497,DATE,1
1672,the Dormy House,200630,200645,FAC,1
1673,Isabel Worth,200855,200867,PERSON,1
1674,"mine,”he",201270,201278,PERSON,1
1675,one,201325,201328,CARDINAL,1
1676,Wells,201452,201457,ORG,1
1677,yesterday,201499,201508,DATE,1
1678,Garnet,201551,201557,ORG,1
1679,there?”Granet,201849,201862,ORG,1
1680,"n't,”she",201887,201895,PERSON,1
1681,months,202224,202230,DATE,1
1682,"yet,”he",202265,202272,PERSON,1
1683,first,202290,202295,ORDINAL,1
1684,for?”she,202453,202461,ORG,1
1685,five,202584,202588,CARDINAL,1
1686,"myself,”he",202643,202653,PERSON,1
1687,boat?”she,202974,202983,PERSON,1
1688,"there,”he",203365,203374,PRODUCT,1
1689,Burnham village,203442,203457,GPE,1
1690,Isabel,203537,203543,PERSON,1
1691,Granet,203606,203612,PERSON,1
1692,Isabel,204053,204059,PERSON,1
1693,"dear,”he",204064,204072,CARDINAL,1
1694,Admiralty,204319,204328,ORG,1
1695,Captain Chalmers,204358,204374,PERSON,1
1696,Granet,204606,204612,PERSON,1
1697,Meyville,204859,204867,PERSON,1
1698,Meyville,205462,205470,PERSON,1
1699,"Now,”he promised,“you",205520,205541,ORG,1
1700,about fifty yards,205624,205641,QUANTITY,1
1701,Meyville,206101,206109,PERSON,1
1702,"share,”he",206145,206154,PERSON,1
1703,Captain Chalmers,206274,206290,PERSON,1
1704,the next few months,206446,206465,DATE,1
1705,Europe,206500,206506,LOC,1
1706,Captain Chalmers,206520,206536,PERSON,1
1707,Meyville,206570,206578,PERSON,1
1708,the Royal Fusiliers,206717,206736,ORG,1
1709,Front,206752,206757,ORG,1
1710,Meyville,206874,206882,PERSON,1
1711,Lady Anselman 's,207023,207039,PERSON,1
1712,Brancaster,207093,207103,ORG,1
1713,Meyville,207110,207118,PERSON,1
1714,Granet,207223,207229,PERSON,1
1715,Meyville,207646,207654,PERSON,1
1716,"sir,”he",207942,207949,PERSON,1
1717,"Isabel,”her",207976,207987,PERSON,1
1718,Meyville,208125,208133,PERSON,1
1719,Granet,208139,208145,PERSON,1
1720,"Captain Granet,”he",208183,208201,PERSON,1
1721,"gravely,“I am",208207,208220,TIME,1
1722,Brancaster,208427,208437,ORG,1
1723,Marines,208619,208626,NORP,1
1724,Meyville,208945,208953,PERSON,1
1725,Granet,208964,208970,ORG,1
1726,"first,”he",209167,209176,PRODUCT,1
1727,Granet,209244,209250,ORG,1
1728,the Dormy House,209272,209287,ORG,1
1729,the last few days,209392,209409,DATE,1
1730,seawards,209533,209541,LOC,1
1731,seawards,209616,209624,FAC,1
1732,the Dormy House,209771,209786,ORG,1
1733,Collins,209902,209909,PERSON,1
1734,Collins,210195,210202,PERSON,1
1735,Anselman,210317,210325,PERSON,1
1736,Collins,210429,210436,PERSON,1
1737,one,210516,210519,CARDINAL,1
1738,nine,210555,210559,CARDINAL,1
1739,Granet,210604,210610,ORG,1
1740,"Well,”he remarked,“it 's",210629,210653,PERSON,1
1741,"suggestion,”he",210821,210835,PERSON,1
1742,five minutes,210866,210878,TIME,1
1743,mackintosh,210891,210901,PERSON,1
1744,Scotland,210993,211001,GPE,1
1745,Collins,211054,211061,PERSON,1
1746,jack,211072,211076,PERSON,1
1747,house,211227,211232,ORG,1
1748,first,211242,211247,ORDINAL,1
1749,weather?”he,211327,211338,PERSON,1
1750,about this afternoon,211418,211438,TIME,1
1751,Meyville,211572,211580,PERSON,1
1752,"ready,”he",212231,212240,PERSON,1
1753,second,212361,212367,ORDINAL,1
1754,Collins,212369,212376,PERSON,1
1755,this china ball,212555,212570,FAC,1
1756,My Scotch,212692,212701,ORG,1
1757,Geoffrey Anselman,212734,212751,PERSON,1
1758,"Yes,”he",212946,212953,PERSON,1
1759,"quietly,“he",212963,212974,PERSON,1
1760,about half-past ten that evening,212999,213031,CARDINAL,1
1761,billiards,213095,213104,ORG,1
1762,Jove,213157,213161,ORG,1
1763,French,213292,213298,NORP,1
1764,Anselman,213612,213620,PERSON,1
1765,Huntstanton,213712,213723,PERSON,1
1766,Harrison,213736,213744,PERSON,1
1767,Zepps,213843,213848,GPE,1
1768,"say,”Collins",213869,213881,PERSON,1
1769,"right,”he",214103,214112,PERSON,1
1770,about twenty minutes,214171,214191,TIME,1
1771,Granet,214356,214362,PERSON,1
1772,a few minutes,214376,214389,TIME,1
1773,half-past,214556,214565,DATE,1
1774,eleven,214566,214572,DATE,1
1775,France,214866,214872,GPE,1
1776,Belgium,214877,214884,GPE,1
1777,fateful hours,214906,214919,TIME,1
1778,ten minutes to twelve,215630,215651,TIME,1
1779,Milan,215783,215788,GPE,1
1780,half,216021,216025,CARDINAL,1
1781,half,216039,216043,CARDINAL,1
1782,two to twelve,216517,216530,CARDINAL,1
1783,Collins,216653,216660,PERSON,1
1784,half,216781,216785,CARDINAL,1
1785,Two,216826,216829,CARDINAL,1
1786,Twelve o'clock!”Collins,217513,217536,WORK_OF_ART,1
1787,five seconds,217804,217816,TIME,1
1788,Collins,217908,217915,ORG,1
1789,two,218328,218331,CARDINAL,1
1790,Collins,218599,218606,PERSON,1
1791,six,218777,218780,CARDINAL,1
1792,about a hundred yards,218909,218930,QUANTITY,1
1793,at least two,218995,219007,CARDINAL,1
1794,Meyville,219047,219055,PERSON,1
1795,Marines,219108,219115,NORP,1
1796,"yet,”Collins",219238,219250,PERSON,1
1797,two,219489,219492,CARDINAL,1
1798,Hall,219718,219722,ORG,1
1799,Collins,219883,219890,PERSON,1
1800,one,220014,220017,CARDINAL,1
1801,"The Hall is dark enough,”he",220401,220428,WORK_OF_ART,1
1802,Collins,220695,220702,PERSON,1
1803,Collins,220844,220851,PERSON,1
1804,Granet,220899,220905,PERSON,1
1805,second,221300,221306,ORDINAL,1
1806,Collins,221438,221445,PERSON,1
1807,Collins,221696,221703,ORG,1
1808,a hundred yards,222412,222427,QUANTITY,1
1809,Collins,222651,222658,PERSON,1
1810,Collins,223021,223028,PERSON,1
1811,one,223092,223095,CARDINAL,1
1812,half,223459,223463,CARDINAL,1
1813,at least a dozen,224101,224117,CARDINAL,1
1814,hurt?”he,224258,224266,DATE,1
1815,Tim,224414,224417,PERSON,1
1816,a few minutes,224453,224466,TIME,1
1817,the following morning,224475,224496,TIME,1
1818,Zeppelin,224603,224611,PERSON,1
1819,ninth,224652,224657,ORDINAL,1
1820,Harrison,224925,224933,PERSON,1
1821,Collins,225094,225101,PERSON,1
1822,Collins,225143,225150,PERSON,1
1823,Hall,225526,225530,ORG,1
1824,Collins,225611,225618,PERSON,1
1825,Market Burnham,225802,225816,ORG,1
1826,like?”Geoffrey Anselman,225871,225894,PERSON,1
1827,Hall,226186,226190,PERSON,1
1828,noonday,226225,226232,TIME,1
1829,their quarters,226312,226326,DATE,1
1830,Hall,226398,226402,FAC,1
1831,Collins,226553,226560,PERSON,1
1832,four o'clock,226648,226660,TIME,1
1833,Anselman,226690,226698,PERSON,1
1834,"see,”Granet",226754,226765,ORG,1
1835,Collins,226882,226889,PERSON,1
1836,"down,”he",226978,226986,PERSON,1
1837,at least an hour,227002,227018,TIME,1
1838,one,227038,227041,CARDINAL,1
1839,the bombs?”Geoffrey Anselman,227050,227078,ORG,1
1840,Collins,227202,227209,ORG,1
1841,this afternoon,227296,227310,TIME,1
1842,"up,”Anselman",227332,227344,NORP,1
1843,this morning,227394,227406,TIME,1
1844,this morning,227501,227513,TIME,1
1845,morning,227650,227657,TIME,1
1846,west,227671,227675,LOC,1
1847,eighteenth,228039,228049,ORDINAL,1
1848,two,228222,228225,CARDINAL,1
1849,Granet?”he,228374,228384,PERSON,1
1850,Market Burnham Hall,228685,228704,ORG,1
1851,last night,228818,228828,TIME,1
1852,luncheon?”he,228882,228894,PERSON,1
1853,first,229019,229024,ORDINAL,1
1854,Anselman,229048,229056,PERSON,1
1855,two,229099,229102,CARDINAL,1
1856,the War Office,229153,229167,ORG,1
1857,"Granet,”he",229215,229225,PERSON,1
1858,Anselman,229280,229288,PERSON,1
1859,two,229415,229418,CARDINAL,1
1860,less than twenty minutes,229611,229635,TIME,1
1861,half,230288,230292,CARDINAL,1
1862,half morning,230302,230314,TIME,1
1863,Meyville,230325,230333,PERSON,1
1864,first,230471,230476,ORDINAL,1
1865,one,230615,230618,CARDINAL,1
1866,earth,230626,230631,LOC,1
1867,Thomson,230663,230670,PERSON,1
1868,Market Burnham Hall,230727,230746,FAC,1
1869,Two,230778,230781,CARDINAL,1
1870,one,230817,230820,CARDINAL,1
1871,Meyville?”he,231036,231048,PERSON,1
1872,Thomson,231068,231075,PERSON,1
1873,Meyville,231082,231090,PERSON,1
1874,Thomson,231188,231195,PERSON,1
1875,"Captain Granet,”the",231278,231297,ORG,1
1876,last night,231373,231383,TIME,1
1877,Thomson,231488,231495,PERSON,1
1878,Meyville,231502,231510,PERSON,1
1879,Thomson,231884,231891,PERSON,1
1880,Thomson,231920,231927,PERSON,1
1881,"you,”he said,“because",232011,232032,ORG,1
1882,two,232052,232055,CARDINAL,1
1883,Zeppelin,232107,232115,PERSON,1
1884,One,232145,232148,CARDINAL,1
1885,Thomson,232352,232359,PERSON,1
1886,last night,232437,232447,TIME,1
1887,half-past ten,232484,232497,DATE,1
1888,last night,232498,232508,TIME,1
1889,two,233104,233107,CARDINAL,1
1890,two,233155,233158,CARDINAL,1
1891,Thomson,233256,233263,PERSON,1
1892,Thomson,233396,233403,ORG,1
1893,"Granet,”he",233470,233480,PERSON,1
1894,last night,233558,233568,TIME,1
1895,Zeppelin,233681,233689,PERSON,1
1896,Norfolk,233722,233729,GPE,1
1897,"doing,”he",233835,233844,PERSON,1
1898,earlier in the evening,233906,233928,TIME,1
1899,"Granet,”he",234402,234412,PERSON,1
1900,Zeppelin,234556,234564,PRODUCT,1
1901,four miles,234605,234615,QUANTITY,1
1902,the Dormy House Club,234630,234650,FAC,1
1903,Zeppelin,234661,234669,PERSON,1
1904,at least sixty miles an hour,234711,234739,QUANTITY,1
1905,sixty miles,234793,234804,QUANTITY,1
1906,Captain Granet,234919,234933,PERSON,1
1907,quite a quarter of an hour,235001,235027,DATE,1
1908,Zeppelins,235054,235063,NORP,1
1909,last night,235266,235276,TIME,1
1910,"me,”Major Thomson",235421,235438,PERSON,1
1911,two,235654,235657,CARDINAL,1
1912,at least a quarter of an hour,235735,235764,DATE,1
1913,Isabel Worth,236005,236017,PERSON,1
1914,Meyville,236314,236322,PERSON,1
1915,God,236352,236355,PERSON,1
1916,Thomson,236516,236523,PERSON,1
1917,Thomson,236631,236638,PERSON,1
1918,Isabel,236685,236691,PERSON,1
1919,Granet,236857,236863,PERSON,1
1920,yesterday afternoon,236937,236956,TIME,1
1921,last night,237020,237030,TIME,1
1922,Isabel,237065,237071,PERSON,1
1923,Meyville,237254,237262,PERSON,1
1924,girl?”he,237311,237319,PERSON,1
1925,Worth,237464,237469,PERSON,1
1926,the last few months,237712,237731,DATE,1
1927,twelve o'clock last night,237819,237844,TIME,1
1928,Captain Granet,237909,237923,PERSON,1
1929,Captain Granet,238038,238052,PERSON,1
1930,"that,”she",238067,238076,ORG,1
1931,Meyville Worth,238275,238289,PERSON,1
1932,Thomson,238468,238475,PERSON,1
1933,first,238559,238564,ORDINAL,1
1934,Granet,238750,238756,PERSON,1
1935,Worth,238785,238790,PERSON,1
1936,Meyville,238804,238812,PERSON,1
1937,"like,”he",238930,238938,PERSON,1
1938,two,238953,238956,CARDINAL,1
1939,the stone hall,239020,239034,FAC,1
1940,house,239047,239052,ORG,1
1941,Collins,239245,239252,PERSON,1
1942,"apparently,”Thomson",239412,239431,ORG,1
1943,Zeppelin,239494,239502,PRODUCT,1
1944,yesterday,239656,239665,DATE,1
1945,afternoon,239666,239675,TIME,1
1946,Glasgow,239685,239692,GPE,1
1947,Collins,239708,239715,PERSON,1
1948,the Dormy House Club,239763,239783,FAC,1
1949,Thomson,239835,239842,PERSON,1
1950,two,240088,240091,CARDINAL,1
1951,"movements,”he",240186,240199,CARDINAL,1
1952,a dozen,240262,240269,CARDINAL,1
1953,the Dormy House,240334,240349,FAC,1
1954,the Dormy House,240416,240431,FAC,1
1955,last night,240551,240561,TIME,1
1956,"you,”Major Thomson",240678,240696,PERSON,1
1957,done?”Granet,240787,240799,PERSON,1
1958,Thomson,240964,240971,ORG,1
1959,"Captain Granet,”he",241102,241120,PERSON,1
1960,two,241136,241139,CARDINAL,1
1961,Thomson,241586,241593,ORG,1
1962,"Granet,”he",241708,241718,PERSON,1
1963,good-morning,241828,241840,TIME,1
1964,Granet,241843,241849,ORG,1
1965,Good-morning,241933,241945,TIME,1
1966,the Dormy House,242276,242291,ORG,1
1967,Market Burnham,242734,242748,FAC,1
1968,Gordon Jones,242789,242801,PERSON,1
1969,"Alfred,”he",243043,243053,PERSON,1
1970,earth,243206,243211,LOC,1
1971,"then,”he",243357,243365,PERSON,1
1972,Gordon Jones,243442,243454,PERSON,1
1973,Majesty 's Government,243585,243606,ORG,1
1974,Alfred,243990,243996,PERSON,1
1975,"kind,”he",244027,244035,PERSON,1
1976,one,244112,244115,CARDINAL,1
1977,one,244151,244154,CARDINAL,1
1978,two,244177,244180,CARDINAL,1
1979,Alfred,244197,244203,PERSON,1
1980,Alfred,244809,244815,PERSON,1
1981,"sir,”he",245254,245261,PERSON,1
1982,"once,”he",245380,245388,PERSON,1
1983,at least a quarter of an hour,245431,245460,DATE,1
1984,the Bank of England,245481,245500,ORG,1
1985,Williams,245539,245547,PERSON,1
1986,three o'clock this afternoon,245552,245580,TIME,1
1987,a few minutes later,245628,245647,TIME,1
1988,"Ronnie,”he",245691,245701,PERSON,1
1989,Norfolk,245757,245764,GPE,1
1990,Alfred,245884,245890,PERSON,1
1991,Ronnie,246013,246019,PERSON,1
1992,the Dormy House Club,246079,246099,ORG,1
1993,two or three hundred feet,246166,246191,QUANTITY,1
1994,twenty,246219,246225,CARDINAL,1
1995,"Collins,”Granet",246401,246416,ORG,1
1996,the War Office,246609,246623,ORG,1
1997,Thomson,246644,246651,ORG,1
1998,Thomson,246666,246673,PERSON,1
1999,"be,”Granet",246765,246775,ORG,1
2000,Alfred,246901,246907,PERSON,1
2001,one,247083,247086,CARDINAL,1
2002,Isabel Worth,247139,247151,PERSON,1
2003,Alfred,247284,247290,PERSON,1
2004,"Ronnie,”he",247402,247412,ORG,1
2005,the last few days,247512,247529,DATE,1
2006,"abroad,”he",247557,247567,PERSON,1
2007,Thomson,247701,247708,PERSON,1
2008,Conyers,247863,247870,PERSON,1
